Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17,Symptom 18,Symptom 19,Symptom 20,Symptom 21,Symptom 22,Symptom 23,Symptom 24,Symptom 25,Symptom 26,Symptom 27,Symptom 28
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,
Chicken pox,Itching,Skin rash,Fatigue,Lethargy,High fever,Headache,Loss of appetite,Mild fever,Swelled lymph nodes,Malaise,Red spots over body,,,,,,,,,,,,,,,,,
Dengue,Skin rash,Chills,Joint pain,Vomiting,Fatigue,High fever,Headache,Nausea,Loss of appetite,Pain behind the eyes,Back pain,Malaise,Muscle pain,Red spots over body,,,,,,,,,,,,,,
Typhoid,Chills,Vomiting,Fatigue,High fever,Headache,Nausea,Constipation,Abdominal pain,Diarrhoea,Toxic look (typhos),Belly pain,,,,,,,,,,,,,,,,,
Hepatitis a,Joint pain,Vomiting,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Diarrhoea,Mild fever,Yellowing of eyes,Muscle pain,,,,,,,,,,,,,,,,,
Hepatitis b,Itching,Fatigue,Lethargy,Yellowish skin,Dark urine,Loss of appetite,Abdominal pain,Yellow urine,Yellowing of eyes,Malaise,Receiving blood transfusion,Receiving unsterile injections,,,,,,,,,,,,,,,,
Hepatitis c,Fatigue,Yellowish skin,Nausea,Loss of appetite,Yellowing of eyes,Family history,,,,,,,,,,,,,,,,,,,,,,
Hepatitis d,Joint pain,Vomiting,Fatigue,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,
Hepatitis e,Joint pain,Vomiting,Fatigue,High fever,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,Acute liver failure,Coma,Stomach bleeding,,,,,,,,,,,,,,,
Alcoholic hepatitis,Vomiting,Yellowish skin,Abdominal pain,Swelling of stomach,Distention of abdomen,History of alcohol consumption,Fluid overload,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,Chills,Vomiting,Fatigue,Weight loss,Cough,High fever,Breathlessness,Sweating,Loss of appetite,Mild fever,Yellowing of eyes,Swelled lymph nodes,Malaise,Phlegm,Chest pain,Blood in sputum,,,,,,,,,,,,
Common cold,Continuous sneezing,Chills,Fatigue,Cough,High fever,Headache,Swelled lymph nodes,Malaise,Phlegm,Throat irritation,Redness of eyes,Sinus pressure,Runny nose,Congestion,Chest pain,Loss of smell,Muscle pain,,,,,,,,,,,
Pneumonia,Chills,Fatigue,Cough,High fever,Breathlessness,Sweating,Malaise,Phlegm,Chest pain,Fast heart rate,Rusty sputum,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),Constipation,Pain during bowel movements,Pain in anal region,Bloody stool,Irritation in anus,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,Vomiting,Breathlessness,Sweating,Chest pain,,,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,Fatigue,Cramps,Bruising,Obesity,Swollen legs,Swollen blood vessels,Prominent veins on calf,,,,,,,,,,,,,,,,,,,,,
Hypothyroidism,Fatigue,Weight gain,Cold hands and feets,Mood swings,Lethargy,Dizziness,Puffy face and eyes,Enlarged thyroid,Brittle nails,Swollen extremeties,Depression,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,
Hyperthyroidism,Fatigue,Mood swings,Weight loss,Restlessness,Sweating,Diarrhoea,Fast heart rate,Excessive hunger,Muscle weakness,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,,,
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Blurred and distorted vision,Excessive hunger,Drying and tingling lips,Slurred speech,Irritability,Palpitations,,,,,,,,,,,,,,,,
Osteoarthristis,Joint pain,Neck pain,Knee pain,Hip joint pain,Swelling joints,Painful walking,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Muscle weakness,Stiff neck,Swelling joints,Movement stiffness,Painful walking,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Loss of balance,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,
Chicken pox,Itching,Skin rash,Fatigue,Lethargy,High fever,Headache,Loss of appetite,Mild fever,Swelled lymph nodes,Malaise,Red spots over body,,,,,,,,,,,,,,,,,
Dengue,Skin rash,Chills,Joint pain,Vomiting,Fatigue,High fever,Headache,Nausea,Loss of appetite,Pain behind the eyes,Back pain,Malaise,Muscle pain,Red spots over body,,,,,,,,,,,,,,
Typhoid,Chills,Vomiting,Fatigue,High fever,Headache,Nausea,Constipation,Abdominal pain,Diarrhoea,Toxic look (typhos),Belly pain,,,,,,,,,,,,,,,,,
Hepatitis a,Joint pain,Vomiting,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Diarrhoea,Mild fever,Yellowing of eyes,Muscle pain,,,,,,,,,,,,,,,,,
Hepatitis b,Itching,Fatigue,Lethargy,Yellowish skin,Dark urine,Loss of appetite,Abdominal pain,Yellow urine,Yellowing of eyes,Malaise,Receiving blood transfusion,Receiving unsterile injections,,,,,,,,,,,,,,,,
Hepatitis c,Fatigue,Yellowish skin,Nausea,Loss of appetite,Yellowing of eyes,Family history,,,,,,,,,,,,,,,,,,,,,,
Hepatitis d,Joint pain,Vomiting,Fatigue,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,
Hepatitis e,Joint pain,Vomiting,Fatigue,High fever,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,Acute liver failure,Coma,Stomach bleeding,,,,,,,,,,,,,,,
Alcoholic hepatitis,Vomiting,Yellowish skin,Abdominal pain,Swelling of stomach,Distention of abdomen,History of alcohol consumption,Fluid overload,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,Chills,Vomiting,Fatigue,Weight loss,Cough,High fever,Breathlessness,Sweating,Loss of appetite,Mild fever,Yellowing of eyes,Swelled lymph nodes,Malaise,Phlegm,Chest pain,Blood in sputum,,,,,,,,,,,,
Common cold,Continuous sneezing,Chills,Fatigue,Cough,High fever,Headache,Swelled lymph nodes,Malaise,Phlegm,Throat irritation,Redness of eyes,Sinus pressure,Runny nose,Congestion,Chest pain,Loss of smell,Muscle pain,,,,,,,,,,,
Pneumonia,Chills,Fatigue,Cough,High fever,Breathlessness,Sweating,Malaise,Phlegm,Chest pain,Fast heart rate,Rusty sputum,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),Constipation,Pain during bowel movements,Pain in anal region,Bloody stool,Irritation in anus,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,Vomiting,Breathlessness,Sweating,Chest pain,,,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,Fatigue,Cramps,Bruising,Obesity,Swollen legs,Swollen blood vessels,Prominent veins on calf,,,,,,,,,,,,,,,,,,,,,
Hypothyroidism,Fatigue,Weight gain,Cold hands and feets,Mood swings,Lethargy,Dizziness,Puffy face and eyes,Enlarged thyroid,Brittle nails,Swollen extremeties,Depression,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,
Hyperthyroidism,Fatigue,Mood swings,Weight loss,Restlessness,Sweating,Diarrhoea,Fast heart rate,Excessive hunger,Muscle weakness,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,,,
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Blurred and distorted vision,Excessive hunger,Drying and tingling lips,Slurred speech,Irritability,Palpitations,,,,,,,,,,,,,,,,
Osteoarthristis,Joint pain,Neck pain,Knee pain,Hip joint pain,Swelling joints,Painful walking,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Muscle weakness,Stiff neck,Swelling joints,Movement stiffness,Painful walking,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Loss of balance,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,
Chicken pox,Itching,Skin rash,Fatigue,Lethargy,High fever,Headache,Loss of appetite,Mild fever,Swelled lymph nodes,Malaise,Red spots over body,,,,,,,,,,,,,,,,,
Dengue,Skin rash,Chills,Joint pain,Vomiting,Fatigue,High fever,Headache,Nausea,Loss of appetite,Pain behind the eyes,Back pain,Malaise,Muscle pain,Red spots over body,,,,,,,,,,,,,,
Typhoid,Chills,Vomiting,Fatigue,High fever,Headache,Nausea,Constipation,Abdominal pain,Diarrhoea,Toxic look (typhos),Belly pain,,,,,,,,,,,,,,,,,
Hepatitis a,Joint pain,Vomiting,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Diarrhoea,Mild fever,Yellowing of eyes,Muscle pain,,,,,,,,,,,,,,,,,
Hepatitis b,Itching,Fatigue,Lethargy,Yellowish skin,Dark urine,Loss of appetite,Abdominal pain,Yellow urine,Yellowing of eyes,Malaise,Receiving blood transfusion,Receiving unsterile injections,,,,,,,,,,,,,,,,
Hepatitis c,Fatigue,Yellowish skin,Nausea,Loss of appetite,Yellowing of eyes,Family history,,,,,,,,,,,,,,,,,,,,,,
Hepatitis d,Joint pain,Vomiting,Fatigue,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,
Hepatitis e,Joint pain,Vomiting,Fatigue,High fever,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,Acute liver failure,Coma,Stomach bleeding,,,,,,,,,,,,,,,
Alcoholic hepatitis,Vomiting,Yellowish skin,Abdominal pain,Swelling of stomach,Distention of abdomen,History of alcohol consumption,Fluid overload,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,Chills,Vomiting,Fatigue,Weight loss,Cough,High fever,Breathlessness,Sweating,Loss of appetite,Mild fever,Yellowing of eyes,Swelled lymph nodes,Malaise,Phlegm,Chest pain,Blood in sputum,,,,,,,,,,,,
Common cold,Continuous sneezing,Chills,Fatigue,Cough,High fever,Headache,Swelled lymph nodes,Malaise,Phlegm,Throat irritation,Redness of eyes,Sinus pressure,Runny nose,Congestion,Chest pain,Loss of smell,Muscle pain,,,,,,,,,,,
Pneumonia,Chills,Fatigue,Cough,High fever,Breathlessness,Sweating,Malaise,Phlegm,Chest pain,Fast heart rate,Rusty sputum,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),Constipation,Pain during bowel movements,Pain in anal region,Bloody stool,Irritation in anus,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,Vomiting,Breathlessness,Sweating,Chest pain,,,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,Fatigue,Cramps,Bruising,Obesity,Swollen legs,Swollen blood vessels,Prominent veins on calf,,,,,,,,,,,,,,,,,,,,,
Hypothyroidism,Fatigue,Weight gain,Cold hands and feets,Mood swings,Lethargy,Dizziness,Puffy face and eyes,Enlarged thyroid,Brittle nails,Swollen extremeties,Depression,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,
Hyperthyroidism,Fatigue,Mood swings,Weight loss,Restlessness,Sweating,Diarrhoea,Fast heart rate,Excessive hunger,Muscle weakness,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,,,
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Blurred and distorted vision,Excessive hunger,Drying and tingling lips,Slurred speech,Irritability,Palpitations,,,,,,,,,,,,,,,,
Osteoarthristis,Joint pain,Neck pain,Knee pain,Hip joint pain,Swelling joints,Painful walking,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Muscle weakness,Stiff neck,Swelling joints,Movement stiffness,Painful walking,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Loss of balance,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Skin rash,Joint pain,Skin peeling,Silver like dusting,Small dents in nails,Inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Skin rash,High fever,Blister,Red sore around nose,Yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Fungal infection,Itching,Skin rash,Nodal skin eruptions,Dischromic patches,,,,,,,,,,,,,,,,,,,,,,,,
Allergy,Continuous sneezing,Shivering,Chills,Watering from eyes,,,,,,,,,,,,,,,,,,,,,,,,
Gerd,Stomach pain,Acidity,Ulcers on tongue,Vomiting,Cough,Chest pain,,,,,,,,,,,,,,,,,,,,,,
Chronic cholestasis,Itching,Vomiting,Yellowish skin,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,,,
Drug reaction,Itching,Skin rash,Stomach pain,Burning micturition,Spotting urination,,,,,,,,,,,,,,,,,,,,,,,
Peptic ulcer diseae,Vomiting,Indigestion,Loss of appetite,Abdominal pain,Passage of gases,Internal itching,,,,,,,,,,,,,,,,,,,,,,
Aids,Muscle wasting,Patches in throat,High fever,Extra marital contacts,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes,Fatigue,Weight loss,Restlessness,Lethargy,Irregular sugar level,Blurred and distorted vision,Obesity,Excessive hunger,Increased appetite,Polyuria,,,,,,,,,,,,,,,,,,
Gastroenteritis,Vomiting,Sunken eyes,Dehydration,Diarrhoea,,,,,,,,,,,,,,,,,,,,,,,,
Bronchial asthma,Fatigue,Cough,High fever,Breathlessness,Family history,Mucoid sputum,,,,,,,,,,,,,,,,,,,,,,
Hypertension,Headache,Chest pain,Dizziness,Loss of balance,Lack of concentration,,,,,,,,,,,,,,,,,,,,,,,
Migraine,Acidity,Indigestion,Headache,Blurred and distorted vision,Excessive hunger,Stiff neck,Depression,Irritability,Visual disturbances,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Back pain,Weakness in limbs,Neck pain,Dizziness,Loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Vomiting,Headache,Weakness of one body side,Altered sensorium,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Itching,Vomiting,Fatigue,Weight loss,High fever,Yellowish skin,Dark urine,Abdominal pain,,,,,,,,,,,,,,,,,,,,
Malaria,Chills,Vomiting,High fever,Sweating,Headache,Nausea,Diarrhoea,Muscle pain,,,,,,,,,,,,,,,,,,,,
Chicken pox,Itching,Skin rash,Fatigue,Lethargy,High fever,Headache,Loss of appetite,Mild fever,Swelled lymph nodes,Malaise,Red spots over body,,,,,,,,,,,,,,,,,
Dengue,Skin rash,Chills,Joint pain,Vomiting,Fatigue,High fever,Headache,Nausea,Loss of appetite,Pain behind the eyes,Back pain,Malaise,Muscle pain,Red spots over body,,,,,,,,,,,,,,
Typhoid,Chills,Vomiting,Fatigue,High fever,Headache,Nausea,Constipation,Abdominal pain,Diarrhoea,Toxic look (typhos),Belly pain,,,,,,,,,,,,,,,,,
Hepatitis a,Joint pain,Vomiting,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Diarrhoea,Mild fever,Yellowing of eyes,Muscle pain,,,,,,,,,,,,,,,,,
Hepatitis b,Itching,Fatigue,Lethargy,Yellowish skin,Dark urine,Loss of appetite,Abdominal pain,Yellow urine,Yellowing of eyes,Malaise,Receiving blood transfusion,Receiving unsterile injections,,,,,,,,,,,,,,,,
Hepatitis c,Fatigue,Yellowish skin,Nausea,Loss of appetite,Yellowing of eyes,Family history,,,,,,,,,,,,,,,,,,,,,,
Hepatitis d,Joint pain,Vomiting,Fatigue,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,,,,,,,,,,,,,,,,,,,
Hepatitis e,Joint pain,Vomiting,Fatigue,High fever,Yellowish skin,Dark urine,Nausea,Loss of appetite,Abdominal pain,Yellowing of eyes,Acute liver failure,Coma,Stomach bleeding,,,,,,,,,,,,,,,
Alcoholic hepatitis,Vomiting,Yellowish skin,Abdominal pain,Swelling of stomach,Distention of abdomen,History of alcohol consumption,Fluid overload,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,Chills,Vomiting,Fatigue,Weight loss,Cough,High fever,Breathlessness,Sweating,Loss of appetite,Mild fever,Yellowing of eyes,Swelled lymph nodes,Malaise,Phlegm,Chest pain,Blood in sputum,,,,,,,,,,,,
Common cold,Continuous sneezing,Chills,Fatigue,Cough,High fever,Headache,Swelled lymph nodes,Malaise,Phlegm,Throat irritation,Redness of eyes,Sinus pressure,Runny nose,Congestion,Chest pain,Loss of smell,Muscle pain,,,,,,,,,,,
Pneumonia,Chills,Fatigue,Cough,High fever,Breathlessness,Sweating,Malaise,Phlegm,Chest pain,Fast heart rate,Rusty sputum,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),Constipation,Pain during bowel movements,Pain in anal region,Bloody stool,Irritation in anus,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,Vomiting,Breathlessness,Sweating,Chest pain,,,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,Fatigue,Cramps,Bruising,Obesity,Swollen legs,Swollen blood vessels,Prominent veins on calf,,,,,,,,,,,,,,,,,,,,,
Hypothyroidism,Fatigue,Weight gain,Cold hands and feets,Mood swings,Lethargy,Dizziness,Puffy face and eyes,Enlarged thyroid,Brittle nails,Swollen extremeties,Depression,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,
Hyperthyroidism,Fatigue,Mood swings,Weight loss,Restlessness,Sweating,Diarrhoea,Fast heart rate,Excessive hunger,Muscle weakness,Irritability,Abnormal menstruation,,,,,,,,,,,,,,,,,
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Blurred and distorted vision,Excessive hunger,Drying and tingling lips,Slurred speech,Irritability,Palpitations,,,,,,,,,,,,,,,,
Osteoarthristis,Joint pain,Neck pain,Knee pain,Hip joint pain,Swelling joints,Painful walking,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Muscle weakness,Stiff neck,Swelling joints,Movement stiffness,Painful walking,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,Vomiting,Headache,Nausea,Spinning movements,Loss of balance,Unsteadiness,,,,,,,,,,,,,,,,,,,,,,
Acne,Skin rash,Pus filled pimples,Blackheads,Scurring,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Burning micturition,Bladder discomfort,Foul smell of urine,Continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
